un_code,name_en,lat,lon,comment
886,Yemen Arab Republic [former],15.348333,44.206389,Latitude and longitude added using Sanaa's coordinates
720,"Yemen, Democratic [former]",12.8,45.033333,Latitude and longitude added using Aden's coordinates
890,Yugoslavia SFR [former],43.856389,18.413056,Latitude and longitude added using Sarajevo's coordinates
887,Yemen,15.552727,48.516388,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
180,Democratic Republic of the Congo,-4.038333,21.758664,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
894,Zambia,-13.133897,27.849332,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
896,Other NEI,NA,NA,NA
056,Belgium,50.503887,4.469936,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
442,Luxembourg,49.815273,6.129583,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
660,Anguilla,18.220554,-63.068615,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
830,Channel Islands,49.4301,2.3666,Latitude and longitude added using Sark's coordinates
744,Svalbard and Jan Mayen Islands,77.553604000000007,23.670272,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
833,Isle of Man,54.236107,-4.548056,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
175,Mayotte,-12.8275,45.166244,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
239,South Georgia and the South Sandwich Islands,-54.429579,-36.587909,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
688,Serbia,44.016521,21.005859,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
499,Montenegro,42.708678,19.374389999999998,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
836,"United Republic of Tanzania, Zanzibar",-5.600319,39.499173,Latitude and longitude added using an arbitrary point between the two islands
532,Netherlands Antilles [former],12.226079,-69.060087,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
248,Åland Islands,60.116667,19.9,Latitude and longitude added using Mariehamn's coordinates
535,"Bonaire, Sint Eustatius and Saba",12.15,-68.266667,Latitude and longitude added using Bonaire's coordinates
831,Guernsey,49.465691,-2.585278,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
832,Jersey,49.214439,-2.13125,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
531,Curaçao,12.116667,-68.933333,Latitude and longitude added using the island's coordinates
652,Saint Barthélemy,17.897908,-62.850556,Latitude and longitude added using Gustavia's coordinates
663,Saint Martin (French part),18.0731,-63.0822,Latitude and longitude added using Marigot's coordinates
534,Sint Maarten (Dutch part),18.0237,-63.0458,Latitude and longitude added using Philipsburg's coordinates
728,South Sudan,4.853889,31.5825,Latitude and longitude added using Juba's coordinates
680,Sark,49.4301,2.3666,Latitude and longitude added using the island's coordinates
729,Sudan,12.862807,30.217636,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
275,Palestine,31.952162,35.233154,Coordinates added from https://github.com/google/dspl/blob/master/samples/google/canonical/countries.csv
0,European Union,NA,NA,NA
